names	scores	pvals_adj	group
TTC1	0.4892672	0.9999810907733624	0
TTC30A	0.4883117	0.9980339765977769	7
PBLD	0.4883117	0.9980339765977769	7
PLA2G4C	0.4883117	0.9980339765977769	7
CXXC1	0.48773798	0.9989176757928435	6
RPL39L	0.48738438	0.9998635999843186	3
RP11-138A9.2	0.4872799	0.9999810907733624	0
FASTKD1	0.48684368	0.9989176757928435	6
RBCK1	0.48645952	1.0	1
RP11-142C4.6	0.48622084	0.9980339765977769	7
HOMER2	0.48622084	0.9980339765977769	7
C1orf198	0.48622084	0.9980339765977769	7
JAM3	0.48622084	0.9980339765977769	7
CYB5B	0.48602268	0.9998885227712205	5
STK38	0.48575395	0.9998885227712205	5
PCGF1	0.48572576	0.9989176757928435	6
RCL1	0.48566186	1.0	4
CEACAM4	0.48527023	0.9998885227712205	5
CEACAM4	0.48494324	0.9989176757928435	6
TMEM242	0.48457155	0.9998885227712205	5
OARD1	0.4842344	0.9999810907733624	0
ZNF841	0.48412997	0.9980339765977769	7
THBS1	0.48412997	0.9980339765977769	7
EML6	0.4837498	0.9980339765977769	7
ALG5	0.48344287	0.9998885227712205	5
FYB	0.48294213	1.0	1
PGM1	0.48237208	0.9989176757928435	6
SLC50A1	0.48237208	0.9989176757928435	6
KLC4	0.4822603	0.9989176757928435	6
KIFC3	0.4820391	0.9980339765977769	7
MCF2L	0.4820391	0.9980339765977769	7
POMT1	0.4817309	0.9999810907733624	0
STK38	0.48170134	0.9989176757928435	6
ABHD13	0.48142397	1.0	4
ATP6V1D	0.48137102	1.0	4
MLEC	0.4804866	1.0	1
YWHAG	0.4803207	1.0	1
ARG2	0.47994825	0.9980339765977769	7
PCSK7	0.47974357	0.9999810907733624	0
MAP2K7	0.47966614	0.9999810907733624	0
PGM2	0.47962692	0.9998885227712205	5
NCR3	0.47945186	0.999963303507041	2
CTNNBL1	0.47903198	0.9998635999843186	3
FCGR1B	0.47892824	0.9998885227712205	5
GGA2	0.47882074	0.9998885227712205	5
ARIH2OS	0.47833702	0.9998885227712205	5
RAB38	0.47785738	0.9980339765977769	7
MORF4L2	0.47769207	0.9998885227712205	5
RIOK1	0.47767693	0.9989176757928435	6
MYL9	0.47720838	0.9998885227712205	5
ZNF32	0.47713313	1.0	4
TLE4	0.4763689	0.9998635999843186	3
HPRT1	0.4758088	1.0	4
POLR3E	0.4754334	0.9999810907733624	0
TNRC18	0.47510576	0.9989176757928435	6
LIN52	0.47510576	0.9989176757928435	6
FAM96B	0.47495666	0.9998635999843186	3
UNC45A	0.47431105	0.9998635999843186	3
PTCH1	0.47367564	0.9980339765977769	7
CDC42BPB	0.47367564	0.9980339765977769	7
TBXA2R	0.4732955	0.9980339765977769	7
C9orf69	0.47314093	0.9998635999843186	3
CORO7	0.47298175	0.9989176757928435	6
UQCRC1	0.4717828	1.0	4
ZNF615	0.4715848	0.9980339765977769	7
ACTL6A	0.4711749	0.9999810907733624	0
SLC19A1	0.46985164	0.9989176757928435	6
PTGDS	0.46951628	0.9989176757928435	6
S100P	0.4693704	1.0	1
MAP2K7	0.46934602	1.0	4
ACTR2	0.46931	0.999963303507041	2
FBXW9	0.46930385	0.9980339765977769	7
PIGF	0.4682866	0.9989176757928435	6
PTPRN2	0.4679687	1.0	4
RPN2	0.46789545	0.9998635999843186	3
CHD7	0.46755612	0.999963303507041	2
JAGN1	0.4674126	1.0	1
TRIM16L	0.46740305	0.9980339765977769	7
PRDM2	0.46728924	0.999963303507041	2
LIMD2	0.4670196	0.9999810907733624	0
DHX15	0.46664461	0.9998635999843186	3
RCE1	0.46592176	0.9998885227712205	5
AGO4	0.46571544	0.9989176757928435	6
CCDC94	0.46495435	0.9998885227712205	5
DDX17	0.46495435	0.9998885227712205	5
LPGAT1	0.4643598	1.0	1
ATP5A1	0.46423218	0.9999810907733624	0
ZNF528	0.46423218	0.9999810907733624	0
GSTZ1	0.4639616	1.0	1
HCCS	0.4639284	1.0	1
C16orf13	0.46369612	1.0	1
EOGT	0.46322134	0.9980339765977769	7
TERF2IP	0.46322134	0.9980339765977769	7
RAB38	0.46320108	1.0	4
FXN	0.46309513	1.0	4
PGM1	0.46309382	0.9998635999843186	3
PURA	0.4625654	1.0	4
MRPL51	0.46227095	0.9980339765977769	7
TMX2	0.46176076	0.999963303507041	2
GRB2	0.46151063	0.9980339765977769	7
PLEKHA3	0.46139315	0.9999810907733624	0
CLU	0.46127808	0.9998635999843186	3
LRRC59	0.46102026	0.9989176757928435	6
C9orf3	0.4607503	0.9980339765977769	7
DLST	0.4606849	0.9989176757928435	6
KARS	0.46048984	0.9999810907733624	0
ERH	0.46018866	0.9998635999843186	3
MZT1	0.46012595	0.9989176757928435	6
ARGLU1	0.46010795	0.9998635999843186	3
AL928768.3	0.45979992	0.9980339765977769	7
QRICH1	0.4597906	0.9989176757928435	6
OLA1	0.45938003	0.9999810907733624	0
RP11-421L21.3	0.45917356	0.9999810907733624	0
RGL2	0.45889628	0.9989176757928435	6
PLRG1	0.4586661	0.9998885227712205	5
YIPF5	0.4584491	0.9989176757928435	6
UBE2E1	0.4579674	0.9998885227712205	5
NDUFA10	0.457	0.9998885227712205	5
CHERP	0.4569502	1.0	4
FAM212A	0.45694876	0.9980339765977769	7
F11R	0.45694876	0.9980339765977769	7
THUMPD3	0.45599228	0.9998635999843186	3
MOB2	0.45576617	0.9989176757928435	6
SCFD1	0.45562583	1.0	4
SLC27A1	0.4555426	0.9989176757928435	6
SMARCC2	0.45542738	0.9998635999843186	3
ANAPC4	0.45522636	0.9998885227712205	5
SLC39A1	0.455135	1.0	1
RP11-70P17.1	0.45470855	0.9999810907733624	0
INO80C	0.45460406	1.0	1
RP11-139H15.1	0.4540896	1.0	4
EVA1B	0.4537081	1.0	1
REXO2	0.45352733	0.9980339765977769	7
ST3GAL2	0.4534955	0.9999810907733624	0
CR1	0.45334527	0.9998885227712205	5
TRIT1	0.4533068	0.9989176757928435	6
F13A1	0.4533068	0.9989176757928435	6
XPNPEP1	0.45281824	1.0	4
JAZF1	0.4527123	1.0	4
TSPAN15	0.45238686	0.9980339765977769	7
ALKBH7	0.45228246	0.9999810907733624	0
USP5	0.45218888	0.9989176757928435	6
GLYCTK	0.4520766	1.0	4
FAM43A	0.45098892	0.9998635999843186	3
RPUSD3	0.45098045	0.9998885227712205	5
SEPHS2	0.45087296	0.9998885227712205	5
PIK3R1	0.45086786	0.9998635999843186	3
TRIM69	0.4501767	0.9989176757928435	6
RP13-270P17.3	0.4500649	0.9989176757928435	6
INTS12	0.4492942	0.9998635999843186	3
ALKBH4	0.44920683	0.9998885227712205	5
HEXIM2	0.4491289	1.0	1
ERI3	0.44877687	0.9998885227712205	5
CLPX	0.44872934	0.9998635999843186	3
CD96	0.44868898	0.9998635999843186	3
FBXO21	0.44861162	0.9989176757928435	6
ALKBH4	0.44858035	1.0	4
SURF6	0.4479707	0.9998885227712205	5
ATPAF1	0.44668183	0.9999810907733624	0
TRIM8	0.44637585	0.9989176757928435	6
MRPL42	0.44616565	0.9999810907733624	0
UQCC1	0.44614333	0.9998885227712205	5
ZNF195	0.44593167	1.0	4
TMBIM6	0.4453909	0.9998885227712205	5
PIGU	0.4449252	1.0	4
STRA13	0.44454968	1.0	1
C1orf50	0.44434246	1.0	4
PIGU	0.44431597	0.9998885227712205	5
SLC35A1	0.44415474	0.9998885227712205	5
TGFBRAP1	0.44412947	0.9998635999843186	3
NFE2L2	0.44385284	1.0	1
USP36	0.44384283	0.9999810907733624	0
HAGH	0.44381273	1.0	4
SMARCD1	0.44370678	1.0	4
CDC123	0.4436929	0.9989176757928435	6
GPKOW	0.44317704	1.0	4
SLBP	0.44314596	0.9999810907733624	0
QSOX1	0.44195116	0.9998885227712205	5
NONO	0.4418555	0.9999810907733624	0
PTGS1	0.44178993	0.9998885227712205	5
WDR45	0.44166812	0.9998635999843186	3
ORMDL2	0.44158784	1.0	4
PRKACB	0.44154578	0.9999810907733624	0
KIF5B	0.44136512	0.9999810907733624	0
ISY1	0.44071501	0.9998885227712205	5
VIPR1	0.440435	1.0	1
GOLGA1	0.44022185	0.9980339765977769	7
CDKN2A	0.44003177	0.9980339765977769	7
C14orf80	0.4399331	0.9998635999843186	3
USP36	0.43966845	0.9989176757928435	6
IP6K1	0.43958637	0.9998885227712205	5
GAS2L1	0.43944487	0.9989176757928435	6
RETN	0.43944487	0.9989176757928435	6
ELP5	0.43867633	1.0	1
USP19	0.43829647	0.9998885227712205	5
VPS28	0.4379409	0.9980339765977769	7
NMNAT3	0.43765152	0.9998885227712205	5
TAOK2	0.4372091	0.9989176757928435	6
GTPBP2	0.4371167	1.0	1
ECSIT	0.4368737	0.9989176757928435	6
TBCK	0.43676192	0.9989176757928435	6
ABHD17B	0.43666476	0.9998635999843186	3
STAMBP	0.43631476	0.9989176757928435	6
TRMT61A	0.43629047	1.0	4
PGRMC1	0.4358676	0.9989176757928435	6
CLEC2B	0.4358676	0.9989176757928435	6
HDAC9	0.4356567	1.0	1
WIBG	0.43555543	0.9998885227712205	5
SMARCD1	0.4352867	0.9998885227712205	5
TBXA2R	0.4343853	0.999963303507041	2
F13A1	0.43419665	1.0	1
CISD1	0.4340656	1.0	4
OXLD1	0.43380073	1.0	4
PPIL2	0.43372807	0.9998885227712205	5
TBPL1	0.43358883	1.0	4
FADS1	0.43352002	0.9989176757928435	6
TMEM104	0.43318892	0.9980339765977769	7
FAAH	0.4331348	1.0	1
ANKAR	0.4327077	0.999963303507041	2
RFXANK	0.4327034	1.0	1
MARCH6	0.4324351	0.9999810907733624	0
ABT1	0.43229035	0.9989176757928435	6
PPA2	0.43225443	0.9999810907733624	0
TMEM140	0.4322232	0.9998885227712205	5
SURF6	0.43194383	0.9998635999843186	3
TIMM22	0.4318415	0.9999810907733624	0
SH3BP1	0.43167475	1.0	1
CHN2	0.43139604	0.9989176757928435	6
VTI1A	0.43124336	1.0	1
TMEM9B	0.43052784	0.9980339765977769	7
IDI1	0.43027812	0.9989176757928435	6
RNF7	0.42993367	1.0	4
NF1	0.42982772	1.0	4
XRRA1	0.4298053	0.9998635999843186	3
PLD6	0.42958125	0.999963303507041	2
BCDIN3D	0.429505	0.999963303507041	2
ELANE	0.4294515	1.0	1
ARL2	0.4294284	0.9998885227712205	5
ARHGAP18	0.42893666	0.9989176757928435	6
PF4	0.42882487	0.9989176757928435	6
MIS18BP1	0.42875466	1.0	1
TREML1	0.42792353	0.9998885227712205	5
THUMPD3	0.4277623	0.9998885227712205	5
PPA2	0.4275473	0.9998885227712205	5
CIDEB	0.42746502	0.9998635999843186	3
RAD23A	0.4274398	0.9998885227712205	5
SEPT11	0.42735067	0.9999810907733624	0
NIT2	0.42703623	0.9989176757928435	6
ZNF493	0.42661768	0.9998635999843186	3
GRPEL1	0.42647728	0.9989176757928435	6
ECHS1	0.42647728	0.9989176757928435	6
MAPK1IP1L	0.42633146	1.0	4
PGM2L1	0.42593116	0.9999810907733624	0
LYRM2	0.42591834	0.9989176757928435	6
SPG20	0.42558983	1.0	4
THEM4	0.42556858	0.9998635999843186	3
DDX1	0.42553684	1.0	4
STAU1	0.42542538	0.999963303507041	2
CISD1	0.4253594	0.9989176757928435	6
DHX9	0.4252476	0.9989176757928435	6
HPRT1	0.425075	0.9998885227712205	5
DDX46	0.42495415	1.0	4
TTC14	0.42487296	0.9999810907733624	0
RP11-219B4.7	0.42470095	0.999963303507041	2
LINC00494	0.42447218	0.999963303507041	2
RP11-139H15.1	0.4237125	0.9998635999843186	3
PIK3R1	0.42367762	0.9998885227712205	5
BBS2	0.4235825	0.9999810907733624	0
UIMC1	0.42357075	0.9989176757928435	6
RP11-139H15.1	0.42357075	0.9989176757928435	6
RP11-706O15.1	0.42319536	0.9999810907733624	0
RFC2	0.4231939	0.9998885227712205	5
ALG5	0.4228352	1.0	4
TBCK	0.42273462	0.9980339765977769	7
DOCK10	0.422705	0.9999810907733624	0
DAGLB	0.42178214	0.9989176757928435	6
TMTC2	0.4215872	1.0	1
BNIP2	0.42121398	0.9980339765977769	7
N4BP2L1	0.42108977	0.9998635999843186	3
ICOSLG	0.42092353	1.0	1
BOLA1	0.420888	0.9998635999843186	3
NR2C2AP	0.420888	0.9998635999843186	3
IDI1	0.42077383	0.999963303507041	2
RBCK1	0.42045367	0.9980339765977769	7
RBM5	0.42029163	0.9998885227712205	5
KLHL6	0.42019352	1.0	1
NAP1L4	0.41971788	0.9998635999843186	3
YWHAE	0.4193919	1.0	4
ARHGAP18	0.41893303	0.9980339765977769	7
PHKG2	0.41875622	1.0	4
LRCH4	0.4186013	0.9999810907733624	0
SEPT11	0.4174319	1.0	4
JAGN1	0.4172969	0.9998635999843186	3
HMGCL	0.41690215	1.0	4
C5orf56	0.41658318	0.9998885227712205	5
SCAPER	0.4165417	0.999963303507041	2
SELPLG	0.41631943	1.0	4
PXMP4	0.41608086	0.9989176757928435	6
TOP1MT	0.41566476	0.999963303507041	2
PELI1	0.41555038	0.999963303507041	2
APH1B	0.4155479	1.0	1
EIF1AY	0.41518652	0.9989176757928435	6
RAB34	0.41486332	0.9998885227712205	5
STAU2	0.41467726	1.0	4
AC113189.5	0.41437116	0.9980339765977769	7
ARSD	0.41428697	1.0	1
HP	0.41362333	1.0	1
PELI1	0.41328612	0.9989176757928435	6
SLFN5	0.413247	1.0	4
AQP3	0.41322157	0.9998635999843186	3
RNF26	0.4128052	0.999963303507041	2
SUV420H2	0.41194463	0.9989176757928435	6
PTPRN2	0.4116614	0.999963303507041	2
PRICKLE1	0.41158512	0.999963303507041	2
NABP1	0.41149747	0.9989176757928435	6
PRR5	0.41147733	0.9998885227712205	5
ZNF263	0.41143262	0.999963303507041	2
MED7	0.4114236	0.9998885227712205	5
RCHY1	0.41105032	0.9989176757928435	6
SRP9	0.41099364	0.9998885227712205	5
PCNA	0.41039708	0.9998635999843186	3
SPATA6	0.41029492	0.9998885227712205	5
TMBIM4-1	0.41021255	0.999963303507041	2
PARP1	0.40970886	0.9989176757928435	6
NR3C1	0.409221	1.0	4
PHF14	0.4091125	0.9998885227712205	5
WDYHV1	0.4089263	0.9989176757928435	6
SELPLG	0.40851316	1.0	1
C16orf13	0.40830633	0.9998885227712205	5
CAPN12	0.40822992	0.999963303507041	2
ECHDC1	0.40814817	1.0	1
AP003733.1	0.4081438	0.9989176757928435	6
VIPR1	0.408032	0.9989176757928435	6
LRRC59	0.40794963	1.0	4
MLLT11	0.40765816	0.9999810907733624	0
R3HDM2	0.4074919	0.9998635999843186	3
CKS1B	0.40736127	0.9989176757928435	6
RPUSD1	0.40716234	0.999963303507041	2
NOL11	0.40700984	0.999963303507041	2
ACP1	0.4069581	0.9980339765977769	7
TAF6L	0.40691411	0.9989176757928435	6
ZNF32	0.40680233	0.9989176757928435	6
NUDT1	0.40655538	1.0	1
CDK19	0.40583405	0.9998885227712205	5
MARCH5	0.40535337	0.9998635999843186	3
MRP63	0.4052837	0.9999810907733624	0
IQCE	0.4051949	1.0	1
RASGRP2	0.4050573	0.9980339765977769	7
LUC7L	0.4049741	0.9998885227712205	5
C1GALT1C1	0.4047591	0.9998885227712205	5
ACTR6	0.40390077	0.9998635999843186	3
CD93	0.40367222	0.9989176757928435	6
GGA3	0.40315652	0.9980339765977769	7
WDYHV1	0.4028721	1.0	1
ERH	0.40259954	0.9999810907733624	0
TBCK	0.40234143	0.9999810907733624	0
GTF3A	0.40233073	0.9989176757928435	6
PPIL4	0.40224645	0.9998635999843186	3
RFC2	0.40174827	0.999963303507041	2
LYPLA1	0.40159574	0.999963303507041	2
ANKRD27	0.39975956	0.9989176757928435	6
MRPL43	0.39968655	1.0	1
SPPL2A	0.39917985	0.9998635999843186	3
IFIT5	0.399156	1.0	4
OARD1	0.39896497	0.999963303507041	2
EML6	0.39862183	0.999963303507041	2
GNS	0.3983063	0.9989176757928435	6
CNEP1R1	0.3980409	0.9998885227712205	5
MRPL41	0.3980313	0.9999810907733624	0
ZSWIM6	0.3976956	1.0	1
CXCL3	0.39746332	1.0	1
IL4I1	0.3973641	0.9998635999843186	3
TMEM104	0.3972642	1.0	1
SRSF5	0.39655712	0.9998635999843186	3
BZRAP1-AS1	0.39647642	0.9998635999843186	3
RPUSD2	0.39640138	1.0	4
AGPAT1	0.39606962	1.0	1
TSPAN33	0.39576226	0.999963303507041	2
ECHS1	0.39570463	1.0	1
FRY-AS1	0.3943862	0.9998885227712205	5
USP33	0.3941857	0.9999810907733624	0
ZFAND4	0.39400998	0.9998885227712205	5
LZTS2	0.39335978	0.9999810907733624	0
ELP5	0.39335978	0.9999810907733624	0
SCFD1	0.39323074	0.9999810907733624	0
PPP2R1B	0.3932081	0.9998635999843186	3
C3orf38	0.392966	0.9998635999843186	3
MRPL42	0.39250508	0.9998885227712205	5
TAOK3	0.3923308	0.999963303507041	2
SARS	0.39226967	0.9989176757928435	6
ARPP19	0.39182252	0.9989176757928435	6
SDCCAG8	0.39168674	1.0	4
HAGH	0.391352	0.9998635999843186	3
SCAI	0.39126357	0.9989176757928435	6
ACOT13	0.39080468	0.9999810907733624	0
CCL3	0.39057025	0.9998885227712205	5
CWC27	0.39046833	1.0	4
KRBOX4	0.38941097	0.9999810907733624	0
PI4KB	0.3889579	0.9998885227712205	5
STRA13	0.38890064	0.9980339765977769	7
CCP110	0.38886896	1.0	1
GCA	0.3888231	0.999963303507041	2
TUBB1	0.38846883	0.9989176757928435	6
PHF14	0.38832578	0.9998635999843186	3
PAFAH1B1	0.38824344	1.0	4
KIAA0196	0.38824344	1.0	4
ZNF92	0.38816437	0.9998635999843186	3
NR2C1	0.38712734	0.9989176757928435	6
INIP	0.38702506	1.0	4
HEMK1	0.38638294	0.999963303507041	2
IDI1	0.38630828	0.9998635999843186	3
AEBP1	0.385506	0.999963303507041	2
AATF	0.385506	0.999963303507041	2
KIAA1430	0.38533872	0.9989176757928435	6
STX16	0.38530317	0.9998885227712205	5
ARRDC3	0.3852769	1.0	4
TMEM199	0.38517097	1.0	4
TOMM40	0.38494596	0.9999810907733624	0
TBPL1	0.38489157	0.9989176757928435	6
PACS1	0.38485312	1.0	4
CEP85L	0.38465822	0.9998885227712205	5
NUP54	0.38444442	0.9989176757928435	6
DIMT1	0.38444442	0.9989176757928435	6
PGRMC2	0.38444442	0.9989176757928435	6
CDC16	0.38444322	0.9998885227712205	5
FAM212A	0.38433576	0.9998885227712205	5
SDCCAG8	0.38420966	0.999963303507041	2
CCT7	0.38396803	0.9998635999843186	3
SIVA1	0.38349336	1.0	1
NARS	0.38310292	0.9989176757928435	6
DOHH	0.38299114	0.9989176757928435	6
FBXO4	0.38293836	0.9998885227712205	5
SENCR	0.382697	1.0	1
SNX14	0.38264892	0.9999810907733624	0
BUB3	0.38220862	0.9989176757928435	6
KCNQ1OT1	0.38211265	0.999963303507041	2
ZBTB10	0.38198504	0.9989176757928435	6
ADIPOR2	0.3815158	1.0	4
DIMT1	0.38142598	0.9998635999843186	3
RP11-400F19.6	0.38035038	1.0	4
ZNF92	0.37997955	1.0	4
DGKZ	0.37970665	0.9999810907733624	0
NR2C1	0.37917686	0.999963303507041	2
DHX8	0.3791224	0.9998885227712205	5
C4orf33	0.37885493	0.9989176757928435	6
SMIM7	0.37808457	1.0	1
SMC2	0.37801954	1.0	4
SPPL2A	0.3780182	1.0	1
TMEM60	0.3778484	0.9999810907733624	0
USP33	0.37780765	1.0	4
WIBG	0.3773064	0.9999810907733624	0
PHF12	0.3767386	0.9999810907733624	0
ST7L	0.37611917	0.9999810907733624	0
NME6	0.37611264	0.9998885227712205	5
ORC2	0.37601593	0.9999810907733624	0
NFE2L2	0.3759514	0.9998885227712205	5
GMPR	0.3758366	0.9989176757928435	6
ATPAF1	0.3752116	0.999963303507041	2
PLAGL2	0.3750249	0.9980339765977769	7
USP5	0.37497002	0.9998635999843186	3
MTIF3	0.37483484	0.9980339765977769	7
NKAP	0.37473518	1.0	4
ELP6	0.37441733	1.0	4
FAM63A	0.3742609	0.9999810907733624	0
LSM14A	0.37415245	1.0	4
CDC123	0.37304002	1.0	4
CCDC94	0.37214756	0.9989176757928435	6
INTS12	0.37212327	0.999963303507041	2
EDC3	0.3719276	1.0	4
HENMT1	0.37192395	0.9989176757928435	6
ZNF45	0.371742	0.999963303507041	2
RP11-430B1.2	0.37128448	0.999963303507041	2
PTGES2	0.371083	1.0	1
SMC2	0.37102965	0.9989176757928435	6
GIMAP2	0.37045085	0.9998635999843186	3
POLDIP2	0.37014687	0.9998885227712205	5
DDX1	0.37009314	0.9998885227712205	5
C7orf26	0.36968422	0.9998635999843186	3
UBE2D4	0.3695234	1.0	1
TYW5	0.36939442	0.9998885227712205	5
INO80C	0.36924103	0.9989176757928435	6
RNF187	0.36911932	0.9998635999843186	3
EMB	0.36869618	1.0	4
EXOSC8	0.36857027	0.9989176757928435	6
GIT2	0.3683868	0.999963303507041	2
PTGDR	0.3683467	0.9989176757928435	6
MALT1	0.3683467	0.9989176757928435	6
ECHS1	0.36774743	0.9998635999843186	3
UIMC1	0.36774743	0.9998635999843186	3
MLLT10	0.36767596	0.9989176757928435	6
AC010642.1	0.36746496	0.9998635999843186	3
RNASEH2B	0.36746496	0.9998635999843186	3
KLHL24	0.36720484	0.999963303507041	2
DHX8	0.36689344	0.9989176757928435	6
HIST1H1B	0.36673617	1.0	4
UBE2K	0.36611092	0.9989176757928435	6
TYW5	0.36530587	1.0	4
PDCD2L	0.3650316	0.999963303507041	2
PLD6	0.36496955	0.9999810907733624	0
RAB6B	0.3649633	0.9998635999843186	3
TBC1D15	0.3646702	1.0	4
TMEM87B	0.3642309	0.999963303507041	2
HDDC3	0.36380488	0.9998885227712205	5
NAA20	0.36355105	0.9998635999843186	3
LAMP3	0.3634726	0.9999810907733624	0
C15orf57	0.3633493	0.9998635999843186	3
HPRT1	0.36306685	0.9998635999843186	3
PRR5L	0.3620581	0.9998635999843186	3
GRSF1	0.36190948	0.9980339765977769	7
C16orf74	0.36163932	0.9989176757928435	6
ARL2	0.36153692	0.9999810907733624	0
SPIN1	0.3614476	0.999963303507041	2
RP11-727F15.9	0.36133042	0.9999810907733624	0
KLHL6	0.36127883	0.9998885227712205	5
TXNDC17	0.36112097	1.0	4
CTC-444N24.11	0.36092833	0.9998635999843186	3
USP20	0.36038885	0.9980339765977769	7
UBE3A	0.36032635	1.0	4
ABRACL	0.3602204	1.0	4
WDR55	0.3597202	0.9998885227712205	5
MVD	0.35917994	0.9989176757928435	6
RAD23A	0.35878977	0.9998635999843186	3
GPS1	0.35873902	1.0	1
NUMB	0.35854992	0.999963303507041	2
C21orf33	0.35797802	0.999963303507041	2
SMIM7	0.35786173	0.9998635999843186	3
RUNDC1	0.3576149	0.9989176757928435	6
ATXN1L	0.35753894	0.9998635999843186	3
LPIN1	0.35735983	1.0	4
MUM1	0.35714793	1.0	4
SLC2A13	0.3570135	1.0	1
DHRS4	0.35696745	0.9980339765977769	7
SEL1L	0.3565873	0.9980339765977769	7
KLF13	0.35658213	1.0	1
UBE3A	0.3565302	0.9998635999843186	3
LITAF	0.3563852	0.9989176757928435	6
ELP6	0.3563004	0.999963303507041	2
SCGB1C1	0.35628048	0.9998885227712205	5
MICU1	0.35555872	1.0	4
DDB2	0.35554916	0.9999810907733624	0
CCDC91	0.35527936	0.9998635999843186	3
PPIE	0.35493195	0.9989176757928435	6
BACH1	0.35470837	0.9989176757928435	6
ERCC6L2	0.35462	0.9999810907733624	0
ACTR6	0.3546052	1.0	4
TDG	0.35439938	0.9998885227712205	5
MZB1	0.35411626	0.9980339765977769	7
ZNF350	0.35399386	1.0	1
ARMCX5	0.35384572	0.9999810907733624	0
CD2AP	0.35375762	1.0	4
MADD	0.3537361	0.9980339765977769	7
FN3KRP	0.35366505	0.9999810907733624	0
FAM210B	0.3535102	0.9999810907733624	0
KIAA0196	0.35350397	0.9998635999843186	3
DNMT3A	0.3532551	0.9989176757928435	6
KIAA1429	0.35303152	0.9989176757928435	6
DUSP10	0.35303152	0.9989176757928435	6
IDUA	0.35283917	0.9999810907733624	0
JARID2	0.3526795	0.9998885227712205	5
ACD	0.35206828	0.999963303507041	2
SH3GLB1	0.35202542	0.9989176757928435	6
PHRF1	0.3518733	0.9998885227712205	5
UCK1	0.3518506	1.0	4
RFC5	0.35107502	0.9980339765977769	7
DAGLB	0.35058343	0.9998885227712205	5
TMEM102	0.35047594	0.9998885227712205	5
SNRNP35	0.35046035	0.9989176757928435	6
MRM1	0.35039705	0.9998635999843186	3
FAM43A	0.3502763	0.999963303507041	2
OAS1	0.3502614	1.0	4
HSP90AA1	0.35012498	0.9989176757928435	6
SETX	0.3500132	0.9989176757928435	6
SETD1B	0.34983099	0.9998885227712205	5
PEMT	0.3497918	0.9998635999843186	3
SPEN	0.3497235	0.9998885227712205	5
ACTN4	0.34967074	0.9998635999843186	3
CASC4	0.34951374	0.999963303507041	2
LUC7L3	0.34923977	0.9998885227712205	5
C19orf52	0.34917423	0.9999810907733624	0
ARAP1	0.3491189	0.9989176757928435	6
SH3KBP1	0.3488129	0.9999810907733624	0
PAICS	0.3487512	0.999963303507041	2
REPS2	0.34843358	0.9998885227712205	5
FNBP4	0.34832254	0.9999810907733624	0
RUNDC1	0.34800363	0.9998885227712205	5
RCL1	0.3478838	0.9999810907733624	0
UQCC1	0.34785798	0.9999810907733624	0
HBA1	0.34781465	0.9998635999843186	3
NAA25	0.34778056	0.9999810907733624	0
ATXN1L	0.34775987	0.999963303507041	2
ARF6	0.34768364	0.999963303507041	2
PLAGL2	0.34766564	0.9989176757928435	6
CCDC174	0.3474192	0.9999810907733624	0
SURF6	0.34654772	0.9989176757928435	6
DCAF8	0.34623003	0.9998885227712205	5
TTC14	0.34612253	0.9998885227712205	5
TMEM60	0.34612042	0.999963303507041	2
DPH6	0.3457652	0.9989176757928435	6
ACOT13	0.3457528	0.9980339765977769	7
ADSL	0.3454319	0.9999810907733624	0
GID8	0.34533483	1.0	4
PLEKHA3	0.34509447	0.9989176757928435	6
HMBOX1	0.34482878	0.9998635999843186	3
PLEKHB2	0.34437087	1.0	1
MRPL1	0.34397656	0.9989176757928435	6
POLD2	0.34336716	0.9999810907733624	0
FNBP4	0.34330583	0.9989176757928435	6
RBM25	0.34330583	0.9989176757928435	6
ZNF195	0.34321478	0.9998635999843186	3
ODC1	0.34285867	0.9989176757928435	6
CYB561	0.34285095	0.9999810907733624	0
ANKHD1	0.34274688	0.9989176757928435	6
UTP6	0.34271172	1.0	1
ARIH2OS	0.3425802	1.0	4
ZNF212	0.34252724	1.0	4
CHPF2	0.3425233	0.9989176757928435	6
SNAPIN	0.34244815	0.9998635999843186	3
CELF1	0.34194452	1.0	4
MPC2	0.34189603	0.9999810907733624	0
NUDCD1	0.34185258	0.9989176757928435	6
MORF4L2	0.3415172	0.9989176757928435	6
TPM1	0.3414176	1.0	1
EAPP	0.3408745	0.9998635999843186	3
HBP1	0.3407088	0.9999810907733624	0
MAP3K7CL	0.34058672	0.9998885227712205	5
LINC01003	0.3403993	0.9989176757928435	6
VAMP5	0.34026927	0.9998635999843186	3
TMEM116	0.34024054	0.9980339765977769	7
MDP1	0.33966666	1.0	4
TREX1	0.33961678	0.9989176757928435	6
ARG2	0.33929682	0.9998885227712205	5
TBPL1	0.33918932	0.9998885227712205	5
ADAL	0.33872148	0.9999810907733624	0
USP30	0.33865526	0.9998635999843186	3
RABL2A	0.33849493	0.999963303507041	2
EGFL7	0.33843687	0.9998885227712205	5
C14orf80	0.3383871	0.9989176757928435	6
MIS18A	0.3383871	0.9989176757928435	6
FASTKD1	0.33817106	0.9998635999843186	3
ICAM2	0.33817106	0.9998635999843186	3
ZNF212	0.33768687	0.9998635999843186	3
ZNF468	0.33744478	0.9998635999843186	3
PRDX4	0.3368061	1.0	4
